case_id,implementation,episode,primary_entrypoint,valid_execution,adjudication,Y,witness_basis,evidence_label,source_deployed
AA2,AURIGAMI_REPORTER_AGGREGATION_FALLBACK,A_A,getUnderlyingPrice(auUSDC),True,COMPATIBLE_AFTER_DERIVED_RETURN_DECODING,"{""input_acceptance"":""NO_REPORT_INPUT_AT_READ"",""return_source"":""BACKUP_FEED"",""transition"":""PERSISTED_STATE_UNCHANGED""}","Public source boolean, raw reporter/aggregate records and setup-prefix MainFeedFail/MainFeedSync receipts; updates attributed to prefix, not pure primary read.",DERIVED_RESULT_SUPPORTED_BY_FROZEN_EXECUTION,<PROJECT_ROOT>\post_review_generalization_expansion_v1\06_g6_frozen_formal_execution\deployed\AA2.json
AA3,AURIGAMI_REPORTER_AGGREGATION_FALLBACK,A_A,getUnderlyingPrice(auUSDC),True,COMPATIBLE_AFTER_DERIVED_RETURN_DECODING,"{""input_acceptance"":""ONE_REPORT_ACCEPTED_AGGREGATE_NOT_REFRESHED"",""return_source"":""BACKUP_FEED"",""transition"":""RAW_ONLY_UPDATED""}","Public source boolean, raw reporter/aggregate records and setup-prefix MainFeedFail/MainFeedSync receipts; updates attributed to prefix, not pure primary read.",DERIVED_RESULT_SUPPORTED_BY_FROZEN_EXECUTION,<PROJECT_ROOT>\post_review_generalization_expansion_v1\06_g6_frozen_formal_execution\deployed\AA3.json
AA4,AURIGAMI_REPORTER_AGGREGATION_FALLBACK,A_A,getUnderlyingPrice(auUSDC),True,COMPATIBLE_AFTER_DERIVED_RETURN_DECODING,"{""input_acceptance"":""TWO_REPORTS_ACCEPTED_AGGREGATE_REFRESHED"",""return_source"":""MAIN_AGGREGATE"",""transition"":""MAIN_REFRESHED""}","Public source boolean, raw reporter/aggregate records and setup-prefix MainFeedFail/MainFeedSync receipts; updates attributed to prefix, not pure primary read.",DERIVED_RESULT_SUPPORTED_BY_FROZEN_EXECUTION,<PROJECT_ROOT>\post_review_generalization_expansion_v1\06_g6_frozen_formal_execution\deployed\AA4.json
AB0,AURIGAMI_REPORTER_AGGREGATION_FALLBACK,A_B,getUnderlyingPrice(auUSDC),True,COMPATIBLE_AFTER_DERIVED_RETURN_DECODING,"{""input_acceptance"":""TWO_REPORTS_ACCEPTED_AGGREGATE_REFRESHED"",""return_source"":""MAIN_AGGREGATE"",""transition"":""MAIN_REFRESHED""}","Public source boolean, raw reporter/aggregate records and setup-prefix MainFeedFail/MainFeedSync receipts; updates attributed to prefix, not pure primary read.",DERIVED_RESULT_SUPPORTED_BY_FROZEN_EXECUTION,<PROJECT_ROOT>\post_review_generalization_expansion_v1\06_g6_frozen_formal_execution\deployed\AB0.json
AB1,AURIGAMI_REPORTER_AGGREGATION_FALLBACK,A_B,getUnderlyingPrice(auUSDC),True,COMPATIBLE_AFTER_DERIVED_RETURN_DECODING,"{""input_acceptance"":""NO_REPORT_INPUT_AT_READ"",""return_source"":""BACKUP_FEED"",""transition"":""PERSISTED_STATE_UNCHANGED""}","Public source boolean, raw reporter/aggregate records and setup-prefix MainFeedFail/MainFeedSync receipts; updates attributed to prefix, not pure primary read.",DERIVED_RESULT_SUPPORTED_BY_FROZEN_EXECUTION,<PROJECT_ROOT>\post_review_generalization_expansion_v1\06_g6_frozen_formal_execution\deployed\AB1.json
AB2,AURIGAMI_REPORTER_AGGREGATION_FALLBACK,A_B,getUnderlyingPrice(auUSDC),True,COMPATIBLE_AFTER_DERIVED_RETURN_DECODING,"{""input_acceptance"":""TWO_REPORTS_ACCEPTED_AGGREGATE_REFRESHED"",""return_source"":""MAIN_AGGREGATE"",""transition"":""MAIN_REFRESHED""}","Public source boolean, raw reporter/aggregate records and setup-prefix MainFeedFail/MainFeedSync receipts; updates attributed to prefix, not pure primary read.",DERIVED_RESULT_SUPPORTED_BY_FROZEN_EXECUTION,<PROJECT_ROOT>\post_review_generalization_expansion_v1\06_g6_frozen_formal_execution\deployed\AB2.json
FA0,FATHOM_DELAYED_PRICE_FEED,F_A,peekPrice(),False,NOT_COMPARABLE_TECHNICAL_HISTORY_FAILURE,"{""input_acceptance"":""SOURCE_RETRIEVAL_ACCEPTED"",""return_source"":""DELAYED_RECORD"",""transition"":""PROMOTE_EQUAL_VALUE""}",Retained technical failure/history invalid; no negative semantic inference,DIRECT_OBSERVATION_OF_TECHNICAL_FAILURE,<PROJECT_ROOT>\post_review_generalization_expansion_v1\06_g6_frozen_formal_execution\deployed\FA0.json
FA1,FATHOM_DELAYED_PRICE_FEED,F_A,peekPrice(),False,NOT_COMPARABLE_TECHNICAL_HISTORY_FAILURE,"{""input_acceptance"":""SOURCE_RETRIEVAL_ACCEPTED"",""return_source"":""DELAYED_RECORD"",""transition"":""PROMOTE_EQUAL_VALUE""}",Retained technical failure/history invalid; no negative semantic inference,DIRECT_OBSERVATION_OF_TECHNICAL_FAILURE,<PROJECT_ROOT>\post_review_generalization_expansion_v1\06_g6_frozen_formal_execution\deployed\FA1.json
FA2,FATHOM_DELAYED_PRICE_FEED,F_A,peekPrice(),False,NOT_COMPARABLE_TECHNICAL_HISTORY_FAILURE,"{""input_acceptance"":""SOURCE_RETRIEVAL_ERROR_CAUGHT"",""return_source"":""DELAYED_RECORD"",""transition"":""UNCHANGED_CAUGHT_ERROR""}",Retained technical failure/history invalid; no negative semantic inference,DIRECT_OBSERVATION_OF_TECHNICAL_FAILURE,<PROJECT_ROOT>\post_review_generalization_expansion_v1\06_g6_frozen_formal_execution\deployed\FA2.json
FA3,FATHOM_DELAYED_PRICE_FEED,F_A,peekPrice(),False,NOT_COMPARABLE_TECHNICAL_HISTORY_FAILURE,"{""input_acceptance"":""SOURCE_RETRIEVAL_ACCEPTED"",""return_source"":""DELAYED_RECORD"",""transition"":""PROMOTE_EQUAL_VALUE""}",Retained technical failure/history invalid; no negative semantic inference,DIRECT_OBSERVATION_OF_TECHNICAL_FAILURE,<PROJECT_ROOT>\post_review_generalization_expansion_v1\06_g6_frozen_formal_execution\deployed\FA3.json
FB0,FATHOM_DELAYED_PRICE_FEED,F_B,peekPrice(),False,NOT_COMPARABLE_TECHNICAL_HISTORY_FAILURE,"{""input_acceptance"":""SOURCE_RETRIEVAL_ACCEPTED"",""return_source"":""DELAYED_RECORD"",""transition"":""PROMOTE_EQUAL_VALUE""}",Retained technical failure/history invalid; no negative semantic inference,DIRECT_OBSERVATION_OF_TECHNICAL_FAILURE,<PROJECT_ROOT>\post_review_generalization_expansion_v1\06_g6_frozen_formal_execution\deployed\FB0.json
FB1,FATHOM_DELAYED_PRICE_FEED,F_B,peekPrice(),False,NOT_COMPARABLE_TECHNICAL_HISTORY_FAILURE,"{""input_acceptance"":""SOURCE_RETRIEVAL_ACCEPTED"",""return_source"":""DELAYED_RECORD"",""transition"":""PROMOTE_NEW_LATEST""}",Retained technical failure/history invalid; no negative semantic inference,DIRECT_OBSERVATION_OF_TECHNICAL_FAILURE,<PROJECT_ROOT>\post_review_generalization_expansion_v1\06_g6_frozen_formal_execution\deployed\FB1.json
FB2,FATHOM_DELAYED_PRICE_FEED,F_B,peekPrice(),False,NOT_COMPARABLE_TECHNICAL_HISTORY_FAILURE,"{""input_acceptance"":""SOURCE_RETRIEVAL_ACCEPTED"",""return_source"":""DELAYED_RECORD"",""transition"":""PROMOTE_DELAYED_TO_NEW_VALUE""}",Retained technical failure/history invalid; no negative semantic inference,DIRECT_OBSERVATION_OF_TECHNICAL_FAILURE,<PROJECT_ROOT>\post_review_generalization_expansion_v1\06_g6_frozen_formal_execution\deployed\FB2.json
FC0,FATHOM_DELAYED_PRICE_FEED,F_C,peekPrice(),True,COMPATIBLE_AFTER_DERIVED_RETURN_DECODING,"{""input_acceptance"":""REFRESH_NOT_ELIGIBLE"",""return_source"":""DELAYED_RECORD"",""transition"":""UNCHANGED_NOT_ELIGIBLE""}","Exact-source temporal predicates, retained records and public validity getters; FC0/1 complete tuple preserved; no inference for absent F_A/F_B episodes.",DERIVED_RESULT_SUPPORTED_BY_FROZEN_EXECUTION,<PROJECT_ROOT>\post_review_generalization_expansion_v1\06_g6_frozen_formal_execution\deployed\FC0.json
FC1,FATHOM_DELAYED_PRICE_FEED,F_C,peekPrice(),True,COMPATIBLE_AFTER_DERIVED_RETURN_DECODING,"{""input_acceptance"":""SOURCE_RETRIEVAL_ACCEPTED"",""return_source"":""DELAYED_RECORD"",""transition"":""PROMOTE_EQUAL_VALUE""}","Exact-source temporal predicates, retained records and public validity getters; FC0/1 complete tuple preserved; no inference for absent F_A/F_B episodes.",DERIVED_RESULT_SUPPORTED_BY_FROZEN_EXECUTION,<PROJECT_ROOT>\post_review_generalization_expansion_v1\06_g6_frozen_formal_execution\deployed\FC1.json
FC2,FATHOM_DELAYED_PRICE_FEED,F_C,readPrice(),True,COMPATIBLE_AFTER_DERIVED_RETURN_DECODING,"{""input_acceptance"":""SOURCE_NOT_EVALUATED_RETAINED_VALID"",""return_source"":""DELAYED_RECORD"",""transition"":""PURE_READ_UNCHANGED""}","Exact-source temporal predicates, retained records and public validity getters; FC0/1 complete tuple preserved; no inference for absent F_A/F_B episodes.",DERIVED_RESULT_SUPPORTED_BY_FROZEN_EXECUTION,<PROJECT_ROOT>\post_review_generalization_expansion_v1\06_g6_frozen_formal_execution\deployed\FC2.json
FC3,FATHOM_DELAYED_PRICE_FEED,F_C,readPrice(),True,COMPATIBLE_AFTER_DERIVED_RETURN_DECODING,"{""input_acceptance"":""SOURCE_NOT_EVALUATED_RETAINED_STALE"",""return_source"":""DELAYED_RECORD"",""transition"":""PURE_READ_UNCHANGED""}","Exact-source temporal predicates, retained records and public validity getters; FC0/1 complete tuple preserved; no inference for absent F_A/F_B episodes.",DERIVED_RESULT_SUPPORTED_BY_FROZEN_EXECUTION,<PROJECT_ROOT>\post_review_generalization_expansion_v1\06_g6_frozen_formal_execution\deployed\FC3.json
