case_id,implementation,episode,primary_entrypoint,original_raw_return,original_decode_error,frozen_trace_return,abi,corrected_full_O1_tuple,corrected_price_component,correction,trace_path,trace_sha256,matching_raw_rpc_paths
AA2,AURIGAMI_REPORTER_AGGREGATION_FALLBACK,A_A,getUnderlyingPrice(auUSDC),0x0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000,"{""decode_error"":""TypeError: invalid BytesLike value (argument=\""value\"", value=\""0x0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000\"", code=INVALID_ARGUMENT, version=6.15.0)"",""raw"":""0x0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000""}",0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000,(uint256),"[""1000000000000000000000000000000""]",1000000000000000000000000000000,DERIVED_ANALYSIS_CORRECTION_DUPLICATE_HEX_PREFIX,[archival locator withheld],b5188d24bfa5aaa9695a77dd596ba3b3c307a248d2a6571f9a648c0824f89dce,"[""[archival locator withheld]"",""[archival locator withheld]"",""[archival locator withheld]""]"
AA3,AURIGAMI_REPORTER_AGGREGATION_FALLBACK,A_A,getUnderlyingPrice(auUSDC),0x0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000,"{""decode_error"":""TypeError: invalid BytesLike value (argument=\""value\"", value=\""0x0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000\"", code=INVALID_ARGUMENT, version=6.15.0)"",""raw"":""0x0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000""}",0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000,(uint256),"[""1000000000000000000000000000000""]",1000000000000000000000000000000,DERIVED_ANALYSIS_CORRECTION_DUPLICATE_HEX_PREFIX,[archival locator withheld],b5188d24bfa5aaa9695a77dd596ba3b3c307a248d2a6571f9a648c0824f89dce,"[""[archival locator withheld]"",""[archival locator withheld]"",""[archival locator withheld]""]"
AA4,AURIGAMI_REPORTER_AGGREGATION_FALLBACK,A_A,getUnderlyingPrice(auUSDC),0x0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000,"{""decode_error"":""TypeError: invalid BytesLike value (argument=\""value\"", value=\""0x0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000\"", code=INVALID_ARGUMENT, version=6.15.0)"",""raw"":""0x0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000""}",0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000,(uint256),"[""1000000000000000000000000000000""]",1000000000000000000000000000000,DERIVED_ANALYSIS_CORRECTION_DUPLICATE_HEX_PREFIX,[archival locator withheld],31fe95b7571235537f16afd9f6b2696ccdb5c076ce6aabc1810636aefe29aa2d,"[""[archival locator withheld]"",""[archival locator withheld]"",""[archival locator withheld]"",""[archival locator withheld]""]"
AB0,AURIGAMI_REPORTER_AGGREGATION_FALLBACK,A_B,getUnderlyingPrice(auUSDC),0x0x000000000000000000000000000000000000000f2568bc2d21591d7f80000000,"{""decode_error"":""TypeError: invalid BytesLike value (argument=\""value\"", value=\""0x0x000000000000000000000000000000000000000f2568bc2d21591d7f80000000\"", code=INVALID_ARGUMENT, version=6.15.0)"",""raw"":""0x0x000000000000000000000000000000000000000f2568bc2d21591d7f80000000""}",0x000000000000000000000000000000000000000f2568bc2d21591d7f80000000,(uint256),"[""1200000000000000000000000000000""]",1200000000000000000000000000000,DERIVED_ANALYSIS_CORRECTION_DUPLICATE_HEX_PREFIX,[archival locator withheld],ab89a0cb44340b16f07eac96ad302226697ac4ebb05668ee6392389584c32e5d,"[""[archival locator withheld]""]"
AB1,AURIGAMI_REPORTER_AGGREGATION_FALLBACK,A_B,getUnderlyingPrice(auUSDC),0x0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000,"{""decode_error"":""TypeError: invalid BytesLike value (argument=\""value\"", value=\""0x0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000\"", code=INVALID_ARGUMENT, version=6.15.0)"",""raw"":""0x0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000""}",0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000,(uint256),"[""1000000000000000000000000000000""]",1000000000000000000000000000000,DERIVED_ANALYSIS_CORRECTION_DUPLICATE_HEX_PREFIX,[archival locator withheld],b5188d24bfa5aaa9695a77dd596ba3b3c307a248d2a6571f9a648c0824f89dce,"[""[archival locator withheld]"",""[archival locator withheld]"",""[archival locator withheld]""]"
AB2,AURIGAMI_REPORTER_AGGREGATION_FALLBACK,A_B,getUnderlyingPrice(auUSDC),0x0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000,"{""decode_error"":""TypeError: invalid BytesLike value (argument=\""value\"", value=\""0x0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000\"", code=INVALID_ARGUMENT, version=6.15.0)"",""raw"":""0x0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000""}",0x000000000000000000000000000000000000000c9f2c9cd04674edea40000000,(uint256),"[""1000000000000000000000000000000""]",1000000000000000000000000000000,DERIVED_ANALYSIS_CORRECTION_DUPLICATE_HEX_PREFIX,[archival locator withheld],31fe95b7571235537f16afd9f6b2696ccdb5c076ce6aabc1810636aefe29aa2d,"[""[archival locator withheld]"",""[archival locator withheld]"",""[archival locator withheld]"",""[archival locator withheld]""]"
FC0,FATHOM_DELAYED_PRICE_FEED,F_C,peekPrice(),0x0x00000000000000000000000000000000000000000000000000633fdc168b8b670000000000000000000000000000000000000000000000000000000000000001,"""NA""",0x00000000000000000000000000000000000000000000000000633fdc168b8b670000000000000000000000000000000000000000000000000000000000000001,"(uint256,bool)","[""27936237197953895"",true]",27936237197953895,DERIVED_ANALYSIS_CORRECTION_DUPLICATE_HEX_PREFIX,[archival locator withheld],9d0458a2d753d5c34b051586e916bf638c63d973165c4f451a2cdad302d37fd8,"[""[archival locator withheld]""]"
FC1,FATHOM_DELAYED_PRICE_FEED,F_C,peekPrice(),0x0x00000000000000000000000000000000000000000000000000633fdc168b8b670000000000000000000000000000000000000000000000000000000000000001,"""NA""",0x00000000000000000000000000000000000000000000000000633fdc168b8b670000000000000000000000000000000000000000000000000000000000000001,"(uint256,bool)","[""27936237197953895"",true]",27936237197953895,DERIVED_ANALYSIS_CORRECTION_DUPLICATE_HEX_PREFIX,[archival locator withheld],44d3e54cc080e287868dfc0e2321dd720d1beb8bbabd993b5cc72057abcef549,"[""[archival locator withheld]""]"
FC2,FATHOM_DELAYED_PRICE_FEED,F_C,readPrice(),0x0x00000000000000000000000000000000000000000000000000633fdc168b8b67,"{""decode_error"":""TypeError: invalid BytesLike value (argument=\""value\"", value=\""0x0x00000000000000000000000000000000000000000000000000633fdc168b8b67\"", code=INVALID_ARGUMENT, version=6.15.0)"",""raw"":""0x0x00000000000000000000000000000000000000000000000000633fdc168b8b67""}",0x00000000000000000000000000000000000000000000000000633fdc168b8b67,(uint256),"[""27936237197953895""]",27936237197953895,DERIVED_ANALYSIS_CORRECTION_DUPLICATE_HEX_PREFIX,[archival locator withheld],e6622caa60af5f7e74dc704d4a53f049af8696073cb28c8f0b415752cc149431,"[""[archival locator withheld]"",""[archival locator withheld]""]"
FC3,FATHOM_DELAYED_PRICE_FEED,F_C,readPrice(),0x0x00000000000000000000000000000000000000000000000000633fdc168b8b67,"{""decode_error"":""TypeError: invalid BytesLike value (argument=\""value\"", value=\""0x0x00000000000000000000000000000000000000000000000000633fdc168b8b67\"", code=INVALID_ARGUMENT, version=6.15.0)"",""raw"":""0x0x00000000000000000000000000000000000000000000000000633fdc168b8b67""}",0x00000000000000000000000000000000000000000000000000633fdc168b8b67,(uint256),"[""27936237197953895""]",27936237197953895,DERIVED_ANALYSIS_CORRECTION_DUPLICATE_HEX_PREFIX,[archival locator withheld],e6622caa60af5f7e74dc704d4a53f049af8696073cb28c8f0b415752cc149431,"[""[archival locator withheld]"",""[archival locator withheld]""]"
